Title,Awards,Awards_won,Awards_nominated,Prime_Awards_nominated,Oscars_Awards_nominated,Golden_Globe_Awards_nominated,BAFTA_Awards_nominated,Prime_Awards_won,Oscars_Awards_won,Golden_Globe_Awards_won,BAFTA_Awards_won,Other_nominations,Other_wins
The Whistler,None.,0,0,0,0,0,0,0,0,0,0,0,0
Before You Say 'I Do',None.,0,0,0,0,0,0,0,0,0,0,0,0
Georgia O'Keeffe,Nominated for 3 Golden Globes. Another 1 win & 25 nominations.,1,28,0,0,3,0,0,0,0,0,25,1
10 Things I Hate About You,1 win & 7 nominations.,1,7,0,0,0,0,0,0,0,0,7,1
Finale,3 wins.,3,0,0,0,0,0,0,0,0,0,0,3
Thor at the Bus Stop,None.,0,0,0,0,0,0,0,0,0,0,0,0
Can the Environment Get a Table Dance?,None.,0,0,0,0,0,0,0,0,0,0,0,0
Crossed,None.,0,0,0,0,0,0,0,0,0,0,0,0
1-2-3 Istanbul!,None.,0,0,0,0,0,0,0,0,0,0,0,0
1066: The Battle for Middle Earth,1 nomination.,0,1,0,0,0,0,0,0,0,0,1,0
Adventures in Booga Booga Land,None.,0,0,0,0,0,0,0,0,0,0,0,0
Basket Case,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Final Storm,2 nominations.,0,2,0,0,0,0,0,0,0,0,2,0
23-F: El día más difícil del Rey,5 wins & 1 nomination.,5,1,0,0,0,0,0,0,0,0,1,5
Partners,1 win.,1,0,0,0,0,0,0,0,0,0,0,1
Al di là del lago,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Knights Divide,None.,0,0,0,0,0,0,0,0,0,0,0,0
Locked In: The Making of 'Quarantine',None.,0,0,0,0,0,0,0,0,0,0,0,0
A Lei e o Crime,7 nominations.,0,7,0,0,0,0,0,0,0,0,7,0
Glenn Martin DDS,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0,2,2
2+Leif,None.,0,0,0,0,0,0,0,0,0,0,0,0
Guilty Pleasures,None.,0,0,0,0,0,0,0,0,0,0,0,0
A Test of Faith,None.,0,0,0,0,0,0,0,0,0,0,0,0
A Warrior's Religion,None.,0,0,0,0,0,0,0,0,0,0,0,0
A Second Chance,None.,0,0,0,0,0,0,0,0,0,0,0,0
23-F: Historia de una traición,None.,0,0,0,0,0,0,0,0,0,0,0,0
Alone,None.,0,0,0,0,0,0,0,0,0,0,0,0
Backstage: The Intelligent Design of Jenny Chow,None.,0,0,0,0,0,0,0,0,0,0,0,0
A Blooming Business,1 win.,1,0,0,0,0,0,0,0,0,0,0,1
The Ones and the Others,None.,0,0,0,0,0,0,0,0,0,0,0,0
Against the Elements,None.,0,0,0,0,0,0,0,0,0,0,0,0
Felix,None.,0,0,0,0,0,0,0,0,0,0,0,0
Nomads of Mongolia,None.,0,0,0,0,0,0,0,0,0,0,0,0
Al Murray's Multiple Personality Disorder,None.,0,0,0,0,0,0,0,0,0,0,0,0
Der verlorene Sohn,2 nominations.,0,2,0,0,0,0,0,0,0,0,2,0
4 Singles,2 nominations.,0,2,0,0,0,0,0,0,0,0,2,0
10 Jahre jünger,None.,0,0,0,0,0,0,0,0,0,0,0,0
60 x Deutschland - Die Jahresschau,None.,0,0,0,0,0,0,0,0,0,0,0,0
Charity,None.,0,0,0,0,0,0,0,0,0,0,0,0
Almohadazo,None.,0,0,0,0,0,0,0,0,0,0,0,0
Adictos,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Two of Us,None.,0,0,0,0,0,0,0,0,0,0,0,0
Partners in Crime: Clint Eastwood and Angelina Jolie,None.,0,0,0,0,0,0,0,0,0,0,0,0
Independence Day - Kosovo auf dem Weg in die Unabhängigkeit,None.,0,0,0,0,0,0,0,0,0,0,0,0
Addicted to Beauty,None.,0,0,0,0,0,0,0,0,0,0,0,0
Unmasked,None.,0,0,0,0,0,0,0,0,0,0,0,0
1989 - Aufbruch ins Ungewisse: Unbekanntes aus Mitteldeutschland,None.,0,0,0,0,0,0,0,0,0,0,0,0
Class,None.,0,0,0,0,0,0,0,0,0,0,0,0
PuppyDragon Land: Pets,None.,0,0,0,0,0,0,0,0,0,0,0,0
A Question of Genius,None.,0,0,0,0,0,0,0,0,0,0,0,0
Ach; ty vrazdy!,None.,0,0,0,0,0,0,0,0,0,0,0,0
A comer con Coca Cola,None.,0,0,0,0,0,0,0,0,0,0,0,0
Akte Schicksal,None.,0,0,0,0,0,0,0,0,0,0,0,0
Twelve,1 nomination.,0,1,0,0,0,0,0,0,0,0,1,0
5 Ingredient Fix,None.,0,0,0,0,0,0,0,0,0,0,0,0
:30 Seconds,4 nominations.,0,4,0,0,0,0,0,0,0,0,4,0
Chuck Jones: Memories of Childhood,None.,0,0,0,0,0,0,0,0,0,0,0,0
30 for 30,Nominated for 1 Primetime Emmy. Another 4 wins & 17 nominations.,4,18,1,0,0,0,0,0,0,0,17,4
Acompañantes,1 nomination.,0,1,0,0,0,0,0,0,0,0,1,0
All the Small Things,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Ticket,None.,0,0,0,0,0,0,0,0,0,0,0,0
18 to Life,2 wins & 10 nominations.,2,10,0,0,0,0,0,0,0,0,10,2
Operation Babylift: The Lost Children of Vietnam,None.,0,0,0,0,0,0,0,0,0,0,0,0
Tracker,1 nomination.,0,1,0,0,0,0,0,0,0,0,1,0
Seven Ages of Britain,None.,0,0,0,0,0,0,0,0,0,0,0,0
Life of the Party,None.,0,0,0,0,0,0,0,0,0,0,0,0
Un juego absurdo,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0,1,1
4th and Long,None.,0,0,0,0,0,0,0,0,0,0,0,0
07-Ghost,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Rapture of Fe,2 wins & 8 nominations.,2,8,0,0,0,0,0,0,0,0,8,2
Akikan!,None.,0,0,0,0,0,0,0,0,0,0,0,0
$5 Cover,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Eurovision Song Contest,None.,0,0,0,0,0,0,0,0,0,0,0,0
ADbc,None.,0,0,0,0,0,0,0,0,0,0,0,0
Aishiteru: Kaiyô,None.,0,0,0,0,0,0,0,0,0,0,0,0
50ToDeath,None.,0,0,0,0,0,0,0,0,0,0,0,0
Canciones 1980-2009,None.,0,0,0,0,0,0,0,0,0,0,0,0
We All Fall Down: The American Mortgage Crisis,None.,0,0,0,0,0,0,0,0,0,0,0,0
Virginia,None.,0,0,0,0,0,0,0,0,0,0,0,0
100 Questions,None.,0,0,0,0,0,0,0,0,0,0,0,0
Accidentally on Purpose,None.,0,0,0,0,0,0,0,0,0,0,0,0
Al fondo hay sitio,None.,0,0,0,0,0,0,0,0,0,0,0,0
Clave uno; médicos en alerta,None.,0,0,0,0,0,0,0,0,0,0,0,0
Sex Rehab with Dr. Drew,None.,0,0,0,0,0,0,0,0,0,0,0,0
90-60-90. Diario secreto de una adolescente,1 nomination.,0,1,0,0,0,0,0,0,0,0,1,0
EA Sports FIFA 10,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0,1,1
Bruc; the Manhunt,3 wins & 10 nominations.,3,10,0,0,0,0,0,0,0,0,10,3
A Perfect Day,None.,0,0,0,0,0,0,0,0,0,0,0,0
Ivan Groznyy,None.,0,0,0,0,0,0,0,0,0,0,0,0
Spread Some Love (Relationships 101),None.,0,0,0,0,0,0,0,0,0,0,0,0
20 años de emociones,None.,0,0,0,0,0,0,0,0,0,0,0,0
Destination: Outer Space,None.,0,0,0,0,0,0,0,0,0,0,0,0
All 4our One,None.,0,0,0,0,0,0,0,0,0,0,0,0
Adik sa'yo,None.,0,0,0,0,0,0,0,0,0,0,0,0
16 and Pregnant,None.,0,0,0,0,0,0,0,0,0,0,0,0
La familia de Santos,None.,0,0,0,0,0,0,0,0,0,0,0,0
A Change of Face,None.,0,0,0,0,0,0,0,0,0,0,0,0
10 kirjaa rakkaudesta,None.,0,0,0,0,0,0,0,0,0,0,0,0
2 Months; $2 Million,None.,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,None.,0,0,0,0,0,0,0,0,0,0,0,0
Alice,Nominated for 2 Primetime Emmys. Another 8 wins & 14 nominations.,8,16,2,0,0,0,0,0,0,0,14,8
Above Suspicion 2: The Red Dahlia,None.,0,0,0,0,0,0,0,0,0,0,0,0
Elvis: Love Me Tender - The Love Songs,None.,0,0,0,0,0,0,0,0,0,0,0,0
5 Para a Meia Noite,1 win.,1,0,0,0,0,0,0,0,0,0,0,1
Adolfo Suárez,None.,0,0,0,0,0,0,0,0,0,0,0,0
1941,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Letter,None.,0,0,0,0,0,0,0,0,0,0,0,0
All My Life,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Rookie: Blake Griffin,None.,0,0,0,0,0,0,0,0,0,0,0,0
The BET Honors,1 nomination.,0,1,0,0,0,0,0,0,0,0,1,0
Simon Says Chopped Chiseled and Charred,None.,0,0,0,0,0,0,0,0,0,0,0,0
Alan Carr: Chatty Man,4 wins & 9 nominations.,4,9,0,0,0,0,0,0,0,0,9,4
1000cc Raw Thrill,None.,0,0,0,0,0,0,0,0,0,0,0,0
The End,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Glow of a Warm Aquarium,None.,0,0,0,0,0,0,0,0,0,0,0,0
Africa Arise,None.,0,0,0,0,0,0,0,0,0,0,0,0
Aftermath,None.,0,0,0,0,0,0,0,0,0,0,0,0
Pitchman: A Tribute to Billy Mays,None.,0,0,0,0,0,0,0,0,0,0,0,0
Lucky,None.,0,0,0,0,0,0,0,0,0,0,0,0
To Comfort You,1 win.,1,0,0,0,0,0,0,0,0,0,0,1
Turning Back the Clocks,None.,0,0,0,0,0,0,0,0,0,0,0,0
Florence and the Machine: Live at the Rivoli Ballroom,None.,0,0,0,0,0,0,0,0,0,0,0,0
Saw 3D: The Final Chapter,3 nominations.,0,3,0,0,0,0,0,0,0,0,3,0
Against the Grain,None.,0,0,0,0,0,0,0,0,0,0,0,0
Light,None.,0,0,0,0,0,0,0,0,0,0,0,0
Jeopardy,None.,0,0,0,0,0,0,0,0,0,0,0,0
10 Grand in Your Hand,None.,0,0,0,0,0,0,0,0,0,0,0,0
Agrotis monos psahnei...,None.,0,0,0,0,0,0,0,0,0,0,0,0
La gran masturbación,None.,0,0,0,0,0,0,0,0,0,0,0,0
Ten,None.,0,0,0,0,0,0,0,0,0,0,0,0
2009 World Series of Poker,None.,0,0,0,0,0,0,0,0,0,0,0,0
My House Is Full of Mirrors,None.,0,0,0,0,0,0,0,0,0,0,0,0
Turning Point,1 nomination.,0,1,0,0,0,0,0,0,0,0,1,0
Safe Haven,None.,0,0,0,0,0,0,0,0,0,0,0,0
Accidental Tourist,None.,0,0,0,0,0,0,0,0,0,0,0,0
Everything Happens in Black and White,None.,0,0,0,0,0,0,0,0,0,0,0,0
Letting Go,None.,0,0,0,0,0,0,0,0,0,0,0,0
3MW: Missing You,None.,0,0,0,0,0,0,0,0,0,0,0,0
Tito Ortiz's Girls Fight Club,None.,0,0,0,0,0,0,0,0,0,0,0,0
Akahana no sensei,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Observation of Johnathan Rhode,None.,0,0,0,0,0,0,0,0,0,0,0,0
Paranoia,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Devil Within,None.,0,0,0,0,0,0,0,0,0,0,0,0
12th IAAF World Championships in Athletics Berlin 2009,None.,0,0,0,0,0,0,0,0,0,0,0,0
5 gegen Jauch,None.,0,0,0,0,0,0,0,0,0,0,0,0
$5 Cover: Seattle,None.,0,0,0,0,0,0,0,0,0,0,0,0
Moonshine Inc.,None.,0,0,0,0,0,0,0,0,0,0,0,0
AllaKattan!,None.,0,0,0,0,0,0,0,0,0,0,0,0
Creating the World of Harry Potter; Part 1: The Magic Begins,None.,0,0,0,0,0,0,0,0,0,0,0,0
48 Hours Presents: Live to Tell,None.,0,0,0,0,0,0,0,0,0,0,0,0
Working the Scene: A Look Behind the Scenes of 'Criminal Minds Season 4',None.,0,0,0,0,0,0,0,0,0,0,0,0
So Normal 2,1 win & 7 nominations.,1,7,0,0,0,0,0,0,0,0,7,1
A escena,None.,0,0,0,0,0,0,0,0,0,0,0,0
Getting Past Impossible: Forrest Gump and the Visual Effects Revolution,None.,0,0,0,0,0,0,0,0,0,0,0,0
2009 New York City Video Voter Guide,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Sparking Amber,None.,0,0,0,0,0,0,0,0,0,0,0,0
Abgeordnet - Der Politiker-Praxistest,None.,0,0,0,0,0,0,0,0,0,0,0,0
A Woman's Story,None.,0,0,0,0,0,0,0,0,0,0,0,0
Adios al septimo de linea,None.,0,0,0,0,0,0,0,0,0,0,0,0
A tort ou à raison,None.,0,0,0,0,0,0,0,0,0,0,0,0
Acting School Academy,None.,0,0,0,0,0,0,0,0,0,0,0,0
50 años de,None.,0,0,0,0,0,0,0,0,0,0,0,0
A la presó,None.,0,0,0,0,0,0,0,0,0,0,0,0
Rock and Roll Hall of Fame Live: Light My Fire,None.,0,0,0,0,0,0,0,0,0,0,0,0
11 Eyes,None.,0,0,0,0,0,0,0,0,0,0,0,0
Memento Mori,None.,0,0,0,0,0,0,0,0,0,0,0,0
Laura,None.,0,0,0,0,0,0,0,0,0,0,0,0
Mum's the Word,None.,0,0,0,0,0,0,0,0,0,0,0,0
A-Studio,None.,0,0,0,0,0,0,0,0,0,0,0,0
Mind Games,None.,0,0,0,0,0,0,0,0,0,0,0,0
Sherlock Holmes,None.,0,0,0,0,0,0,0,0,0,0,0,0
All Stars,None.,0,0,0,0,0,0,0,0,0,0,0,0
Strange,None.,0,0,0,0,0,0,0,0,0,0,0,0
Caught Off Guard,None.,0,0,0,0,0,0,0,0,0,0,0,0
A miña famosa familia,None.,0,0,0,0,0,0,0,0,0,0,0,0
Mi ángel de la guarda,None.,0,0,0,0,0,0,0,0,0,0,0,0
Testament,None.,0,0,0,0,0,0,0,0,0,0,0,0
24 timer vi aldrig glemmer,None.,0,0,0,0,0,0,0,0,0,0,0,0
Straight Talk: The Truth About Alcohol & Sex,None.,0,0,0,0,0,0,0,0,0,0,0,0
Actívate con las Evelyns,None.,0,0,0,0,0,0,0,0,0,0,0,0
Aftermath,None.,0,0,0,0,0,0,0,0,0,0,0,0
Girls on the Air,None.,0,0,0,0,0,0,0,0,0,0,0,0
Ah; c'était ça la vie!,None.,0,0,0,0,0,0,0,0,0,0,0,0
Adoption,None.,0,0,0,0,0,0,0,0,0,0,0,0
Basilicata Coast to Coast,7 wins & 8 nominations.,7,8,0,0,0,0,0,0,0,0,8,7
2012; het jaar nul,None.,0,0,0,0,0,0,0,0,0,0,0,0
Addicted to Money,1 nomination.,0,1,0,0,0,0,0,0,0,0,1,0
Joe Rogan: Talking Monkeys in Space,None.,0,0,0,0,0,0,0,0,0,0,0,0
No Heart Feelings,None.,0,0,0,0,0,0,0,0,0,0,0,0
Alaska State Troopers,None.,0,0,0,0,0,0,0,0,0,0,0,0
Adoption Diaries,None.,0,0,0,0,0,0,0,0,0,0,0,0
Ding Dong,None.,0,0,0,0,0,0,0,0,0,0,0,0
'n Shrink,None.,0,0,0,0,0,0,0,0,0,0,0,0
Committed,1 win.,1,0,0,0,0,0,0,0,0,0,0,1
Secretos de familia,None.,0,0,0,0,0,0,0,0,0,0,0,0
100 mexicanos dijieron,None.,0,0,0,0,0,0,0,0,0,0,0,0
Aber bitte mit Sahne,None.,0,0,0,0,0,0,0,0,0,0,0,0
All About Jack,None.,0,0,0,0,0,0,0,0,0,0,0,0
The First Men in the Moon,None.,0,0,0,0,0,0,0,0,0,0,0,0
Exarchia: Culture Shock,None.,0,0,0,0,0,0,0,0,0,0,0,0
All-Stars,None.,0,0,0,0,0,0,0,0,0,0,0,0
Paranormal,None.,0,0,0,0,0,0,0,0,0,0,0,0
Rocco: Puppet Master 6,None.,0,0,0,0,0,0,0,0,0,0,0,0
37,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0,2,1
3MW: Subtitles Not Included,None.,0,0,0,0,0,0,0,0,0,0,0,0
Admiral,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Beast,None.,0,0,0,0,0,0,0,0,0,0,0,0
Kim Jong-Il's Comedy Club,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0,3,1
Mitgefühl; Weisheit und Humor,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Bubble,None.,0,0,0,0,0,0,0,0,0,0,0,0
Justicia,None.,0,0,0,0,0,0,0,0,0,0,0,0
Survival Strength Starting Over,None.,0,0,0,0,0,0,0,0,0,0,0,0
Human Game 2: The Culling of a King,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Business of Innovation,None.,0,0,0,0,0,0,0,0,0,0,0,0
Emily Booth's GoreZone Magazine Movie Massacre,None.,0,0,0,0,0,0,0,0,0,0,0,0
Matar a Videla,1 nomination.,0,1,0,0,0,0,0,0,0,0,1,0
Money,None.,0,0,0,0,0,0,0,0,0,0,0,0
A Piece of Cake,None.,0,0,0,0,0,0,0,0,0,0,0,0
=3,None.,0,0,0,0,0,0,0,0,0,0,0,0
Spring Cleaning,None.,0,0,0,0,0,0,0,0,0,0,0,0
1788... et demi,None.,0,0,0,0,0,0,0,0,0,0,0,0
La peau de chagrin,None.,0,0,0,0,0,0,0,0,0,0,0,0
Skyline,1 nomination.,0,1,0,0,0,0,0,0,0,0,1,0
Statuesque,None.,0,0,0,0,0,0,0,0,0,0,0,0
All Worked Up,None.,0,0,0,0,0,0,0,0,0,0,0,0
Abenteuer Linienbus,None.,0,0,0,0,0,0,0,0,0,0,0,0
The List,1 win.,1,0,0,0,0,0,0,0,0,0,0,1
Argentina Fútbol Club,None.,0,0,0,0,0,0,0,0,0,0,0,0
Feliz Navidad,None.,0,0,0,0,0,0,0,0,0,0,0,0
13 in de oorlog,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Secret World of Arrietty,11 wins & 6 nominations.,11,6,0,0,0,0,0,0,0,0,6,11
Theo Maassen: Zonder pardon,1 win.,1,0,0,0,0,0,0,0,0,0,0,1
Affaires étrangères,None.,0,0,0,0,0,0,0,0,0,0,0,0
Mutti muss arbeiten - Vom Ende der Hausfrauenehe,None.,0,0,0,0,0,0,0,0,0,0,0,0
Celine: Through the Eyes of the World,None.,0,0,0,0,0,0,0,0,0,0,0,0
10 Minute Tales,None.,0,0,0,0,0,0,0,0,0,0,0,0
National Television Awards,None.,0,0,0,0,0,0,0,0,0,0,0,0
10 uutta käskyä,None.,0,0,0,0,0,0,0,0,0,0,0,0
Afro-Suomen historia,1 nomination.,0,1,0,0,0,0,0,0,0,0,1,0
The Other Side,None.,0,0,0,0,0,0,0,0,0,0,0,0
Alex's Day Off,None.,0,0,0,0,0,0,0,0,0,0,0,0
A polos 25,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Party's Over,None.,0,0,0,0,0,0,0,0,0,0,0,0
Toxic,None.,0,0,0,0,0,0,0,0,0,0,0,0
Sun; Sex & Holiday Madness,None.,0,0,0,0,0,0,0,0,0,0,0,0
Parchís: Regreso a nuestra infancia,None.,0,0,0,0,0,0,0,0,0,0,0,0
Day One,None.,0,0,0,0,0,0,0,0,0,0,0,0
A Passionate Woman,None.,0,0,0,0,0,0,0,0,0,0,0,0
Guido Superstar: The Rise of Guido,None.,0,0,0,0,0,0,0,0,0,0,0,0
Jessica Simpson: The Price of Beauty,1 nomination.,0,1,0,0,0,0,0,0,0,0,1,0
Rinko Eighteen: Find a New Actress!,None.,0,0,0,0,0,0,0,0,0,0,0,0
Adventure Chefs,None.,0,0,0,0,0,0,0,0,0,0,0,0
20Q,None.,0,0,0,0,0,0,0,0,0,0,0,0
Nasca Lines: The Buried Secrets,None.,0,0,0,0,0,0,0,0,0,0,0,0
18 - Die beste Zeit meines Lebens,None.,0,0,0,0,0,0,0,0,0,0,0,0
Confessions,8 wins & 17 nominations.,8,17,0,0,0,0,0,0,0,0,17,8
Deep,None.,0,0,0,0,0,0,0,0,0,0,0,0
Friday Night Fright,None.,0,0,0,0,0,0,0,0,0,0,0,0
360 Sessions,None.,0,0,0,0,0,0,0,0,0,0,0,0
100% De Dhana Dhan,None.,0,0,0,0,0,0,0,0,0,0,0,0
4-stjerners middag,None.,0,0,0,0,0,0,0,0,0,0,0,0
Accidental Fortune,None.,0,0,0,0,0,0,0,0,0,0,0,0
45 Min,None.,0,0,0,0,0,0,0,0,0,0,0,0
Avatar: Creating the World of Pandora,None.,0,0,0,0,0,0,0,0,0,0,0,0
Alyssa Milano's Evolution: Jersey Shore,None.,0,0,0,0,0,0,0,0,0,0,0,0
25 fotogramas,None.,0,0,0,0,0,0,0,0,0,0,0,0
99-nen no ai: Japanese Americans,None.,0,0,0,0,0,0,0,0,0,0,0,0
Alfonso; el príncipe maldito,None.,0,0,0,0,0,0,0,0,0,0,0,0
Lunch Box,None.,0,0,0,0,0,0,0,0,0,0,0,0
Six,None.,0,0,0,0,0,0,0,0,0,0,0,0
Ice Patrol,None.,0,0,0,0,0,0,0,0,0,0,0,0
Live to Tell,None.,0,0,0,0,0,0,0,0,0,0,0,0
1 Girl 5 Gays,None.,0,0,0,0,0,0,0,0,0,0,0,0
Long Live the Duke,None.,0,0,0,0,0,0,0,0,0,0,0,0
You've Come a Long Way; Baby!,None.,0,0,0,0,0,0,0,0,0,0,0,0
Aircrane: Extreme Helicopter,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Best in the Business,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Whole Truth,None.,0,0,0,0,0,0,0,0,0,0,0,0
Addicted,1 win.,1,0,0,0,0,0,0,0,0,0,0,1
NWA Insanity: Best of 2009,None.,0,0,0,0,0,0,0,0,0,0,0,0
117 ting du absolut bør vide,None.,0,0,0,0,0,0,0,0,0,0,0,0
A História de Ester,4 nominations.,0,4,0,0,0,0,0,0,0,0,4,0
Susie in the Afterlife,None.,0,0,0,0,0,0,0,0,0,0,0,0
A Traveler's Guide to the Planets,None.,0,0,0,0,0,0,0,0,0,0,0,0
Al ferka,None.,0,0,0,0,0,0,0,0,0,0,0,0
Airshow Extreme,None.,0,0,0,0,0,0,0,0,0,0,0,0
WWE Hall of Fame 2010,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Sons of Tennessee Williams,None.,0,0,0,0,0,0,0,0,0,0,0,0
Bill Cunningham New York,1 win & 12 nominations.,1,12,0,0,0,0,0,0,0,0,12,1
Neighbors,None.,0,0,0,0,0,0,0,0,0,0,0,0
360° Life,None.,0,0,0,0,0,0,0,0,0,0,0,0
Ben 10: Ultimate Alien,1 nomination.,0,1,0,0,0,0,0,0,0,0,1,0
I'm Not Nuts: Living with Food Allergies,None.,0,0,0,0,0,0,0,0,0,0,0,0
Live Show,None.,0,0,0,0,0,0,0,0,0,0,0,0
Blood Ties,None.,0,0,0,0,0,0,0,0,0,0,0,0
A Band for Britain,None.,0,0,0,0,0,0,0,0,0,0,0,0
Alakrana,None.,0,0,0,0,0,0,0,0,0,0,0,0
A Vida Alheia,6 nominations.,0,6,0,0,0,0,0,0,0,0,6,0
853: Keiji Kamo Shinnosuke,None.,0,0,0,0,0,0,0,0,0,0,0,0
Through the Window,None.,0,0,0,0,0,0,0,0,0,0,0,0
9 by Design,None.,0,0,0,0,0,0,0,0,0,0,0,0
A Demon's Destiny: The Lone Warrior,None.,0,0,0,0,0,0,0,0,0,0,0,0
Past; Present and Future,None.,0,0,0,0,0,0,0,0,0,0,0,0
The 7 Adventures of Sinbad,None.,0,0,0,0,0,0,0,0,0,0,0,0
A caixa negra,None.,0,0,0,0,0,0,0,0,0,0,0,0
A martabela,None.,0,0,0,0,0,0,0,0,0,0,0,0
All About Greek Idol,None.,0,0,0,0,0,0,0,0,0,0,0,0
Seven,None.,0,0,0,0,0,0,0,0,0,0,0,0
Eiko & Koma: The Retrospective Project,None.,0,0,0,0,0,0,0,0,0,0,0,0
Titanic II,None.,0,0,0,0,0,0,0,0,0,0,0,0
Bruce Springsteen and the E Street Band: London Calling - Live in Hyde Park,None.,0,0,0,0,0,0,0,0,0,0,0,0
Confusion Is Next,None.,0,0,0,0,0,0,0,0,0,0,0,0
2 Girls 1 Cop,None.,0,0,0,0,0,0,0,0,0,0,0,0
History Cold Case,None.,0,0,0,0,0,0,0,0,0,0,0,0
Achas Que Sabes Dançar?,None.,0,0,0,0,0,0,0,0,0,0,0,0
Alamaailma Trilogia: Vanki,None.,0,0,0,0,0,0,0,0,0,0,0,0
Mercedes,None.,0,0,0,0,0,0,0,0,0,0,0,0
Save the future 2010: Ikimono pinchi! SOS seibutsu tayousei,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Break Up,None.,0,0,0,0,0,0,0,0,0,0,0,0
Brad,None.,0,0,0,0,0,0,0,0,0,0,0,0
No Place Like Home,None.,0,0,0,0,0,0,0,0,0,0,0,0
A Última Ceia,None.,0,0,0,0,0,0,0,0,0,0,0,0
A History of the World: Jenner's Marvellous Medicine,None.,0,0,0,0,0,0,0,0,0,0,0,0
Sam,None.,0,0,0,0,0,0,0,0,0,0,0,0
Aftermath with William Shatner,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Party,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Oprah Winfrey Oscar Special,None.,0,0,0,0,0,0,0,0,0,0,0,0
Dead to Rights: Retribution,None.,0,0,0,0,0,0,0,0,0,0,0,0
A Breath of Fresh Air with Jon and Nkechi,None.,0,0,0,0,0,0,0,0,0,0,0,0
30 Rock: Cerie's Vlog,None.,0,0,0,0,0,0,0,0,0,0,0,0
86'd,None.,0,0,0,0,0,0,0,0,0,0,0,0
10 on Top,None.,0,0,0,0,0,0,0,0,0,0,0,0
Sparks,None.,0,0,0,0,0,0,0,0,0,0,0,0
I Hate Luv Storys,9 nominations.,0,9,0,0,0,0,0,0,0,0,9,0
Eight,None.,0,0,0,0,0,0,0,0,0,0,0,0
2010 FIFA World Cup,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0,1,1
666 the Beginning of the end,None.,0,0,0,0,0,0,0,0,0,0,0,0
My Brother's Keeper,None.,0,0,0,0,0,0,0,0,0,0,0,0
Jeremy,None.,0,0,0,0,0,0,0,0,0,0,0,0
Major Power and the Robot from Saturn,None.,0,0,0,0,0,0,0,0,0,0,0,0
Caesar and Otto meet Dracula's Lawyer,None.,0,0,0,0,0,0,0,0,0,0,0,0
Guiding Policy: A Documentary Short on the Rhode Island Urban Debate League,None.,0,0,0,0,0,0,0,0,0,0,0,0
T in the Park 2010,None.,0,0,0,0,0,0,0,0,0,0,0,0
Herschell Gordon Lewis: The Godfather of Gore,None.,0,0,0,0,0,0,0,0,0,0,0,0
WWE Money in the Bank,None.,0,0,0,0,0,0,0,0,0,0,0,0
Sudden Death,None.,0,0,0,0,0,0,0,0,0,0,0,0
A Good Knight's Quest,None.,0,0,0,0,0,0,0,0,0,0,0,0
3; 2; 1... keins! - Das Oli-Quiz,None.,0,0,0,0,0,0,0,0,0,0,0,0
Ai no onayami kaiketsu! Shiawase kekkon sôdanjo,None.,0,0,0,0,0,0,0,0,0,0,0,0
Journey to the Beginning of the Time of Economic Transformation,1 nomination.,0,1,0,0,0,0,0,0,0,0,1,0
Abgefahren - Auf vier Rädern Richtung Wüste,None.,0,0,0,0,0,0,0,0,0,0,0,0
Hay pinhod oh ya Scooter,1 nomination.,0,1,0,0,0,0,0,0,0,0,1,0
Out of the Ashes,None.,0,0,0,0,0,0,0,0,0,0,0,0
Robot Chicken: Star Wars Episode III,Nominated for 1 Primetime Emmy. Another 1 win & 2 nominations.,1,3,1,0,0,0,0,0,0,0,2,1
City Under Siege,3 nominations.,0,3,0,0,0,0,0,0,0,0,3,0
Comedy Central Roast of David Hasselhoff,None.,0,0,0,0,0,0,0,0,0,0,0,0
